system:index,AOD,AtmosphericMoisture,BulkDensity,Clay,Copper,Elevation,Iron,LST,NDVI,NDWI,NO2,Nitrogen,Rain,SAVI,SO2,Sand,Slope,SoilMoisture,Temp,date,green_fraction,month,pH,year,.geo
0_11,0.454125,9.325496087023055,1.38,21.2,0.557,887,1.06,31.715000000000032,0.22793247,-0.35832494,3.882359414866397E-5,17.8,0.18426406383514404,0.3418623546427444,1.1337136845350722E-4,55.7,0.835465,0.12902497,20.616934405091058,2019-01,0.47273105,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.517657821444,13.182192068789739]}"
0_12,0.4435128205128205,9.325496087023055,1.39,21.3,0.601,895,1.0650000000000002,31.700000000000045,0.25975105,-0.34604052,3.8572759484116354E-5,18.4,0.18426406383514404,0.38956994288563723,-3.9626500851934724E-5,60.1,1.1919681,0.12902497,20.616934405091058,2019-01,0.4911659,0.0,6.3,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54011570354697,13.182192068789739]}"
0_13,0.4432631578947368,9.40195148016818,1.35,21.4,0.601,919,1.07,30.985000000000014,0.24370313,-0.3436124,3.87784510806513E-5,20.0,0.0,0.3655005823441934,-8.005115346367751E-5,60.1,0.2381446,0.12902497,20.391366843767116,2019-01,0.4981475,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56706516207055,13.182192068789739]}"
0_14,0.4318205128205128,9.40195148016818,1.36,21.6,0.598,912,1.08,32.10500000000002,0.26134714,-0.35443497,4.168037179360426E-5,17.4,0.0,0.39198178083119845,-1.560529756882553E-4,59.8,0.7945513,0.13235927,20.391366843767116,2019-01,0.5012584,0.0,6.3,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61198092627654,13.182192068789739]}"
0_15,0.4299189189189189,9.40195148016818,1.36,21.5,0.606,908,1.075,31.245000000000005,0.20348324,-0.24814564,4.1953049130511396E-5,18.9,0.0,0.30517993990542097,6.541963960744376E-5,60.6,0.7546214,0.13235927,20.391366843767116,2019-01,0.55099726,0.0,6.3,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62545565553836,13.182192068789739]}"
0_16,0.40318918918918917,9.325496087023055,1.39,22.9,0.5710000000000001,895,1.145,32.35000000000002,0.24683838,-0.37410527,3.5808009106261636E-5,18.7,1.1646654605865479,0.3702107624417335,8.648438695118594E-5,57.1,1.4406706,0.12826449,20.616934405091058,2019-01,0.465021,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4682504808174,13.17770049236914]}"
0_17,0.43555263157894736,9.325496087023055,1.38,23.2,0.544,880,1.16,31.24000000000001,0.22997886,-0.36664143,3.910677049912657E-5,17.2,0.18426406383514404,0.34493402874632567,1.1404991977792847E-4,54.4,0.90045124,0.12902497,20.616934405091058,2019-01,0.47124553,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5131662450234,13.17770049236914]}"
0_18,0.4439230769230769,9.40195148016818,1.35,20.3,0.615,911,1.0150000000000001,31.120000000000005,0.21470284,-0.29514876,4.048204663376777E-5,18.6,0.0,0.32201551959207647,-8.403163712210583E-5,61.5,1.2467813,0.12902497,20.391366843767116,2019-01,0.49856806,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5580820092294,13.17770049236914]}"
0_19,0.4318205128205128,9.40195148016818,1.35,21.5,0.606,924,1.075,32.10500000000002,0.40262738,-0.4181254,4.292794656994614E-5,17.5,0.0,0.6038485794380434,-1.7174668920750023E-4,60.6,0.4787766,0.13235927,20.391366843767116,2019-01,0.55543447,0.0,6.3,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61647250269715,13.17770049236914]}"
0_20,0.43764864864864866,9.40195148016818,1.36,20.7,0.616,903,1.035,31.480000000000018,0.18652205,-0.3064799,4.283181566647533E-5,18.4,0.0,0.27973302752780055,-7.126763209606122E-6,61.6,0.78254694,0.13235927,20.391366843767116,2019-01,0.49276042,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62994723195891,13.17770049236914]}"
0_21,0.4356285714285714,9.40195148016818,1.36,20.6,0.619,898,1.03,31.235000000000014,0.3641152,-0.42826834,4.214594615460552E-5,18.8,0.0,0.545961235064082,2.0462908362536603E-4,61.9,0.44333684,0.13235927,20.391366843767116,2019-01,0.47076124,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63893038480012,13.17770049236914]}"
0_22,0.4213030303030303,9.507614492600965,1.36,20.9,0.634,882,1.045,30.500000000000057,0.2656562,-0.3389341,3.6485931164684625E-5,21.3,0.0,0.39844510747227146,1.2156728951605781E-4,63.4,0.3773228,0.13235927,20.36957007377373,2019-01,0.5060923,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69732087826787,13.17770049236914]}"
0_23,0.43981081081081086,9.40195148016818,1.36,19.3,0.637,917,0.9650000000000001,31.085000000000036,0.22323504,-0.3029019,4.048204663376777E-5,18.7,0.0,0.3348149967186799,-8.403163712210583E-5,63.7,0.9739944,0.12902497,20.391366843767116,2019-01,0.5046154,0.0,6.3,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55359043280879,13.173208915948543]}"
0_24,0.44243243243243247,9.40195148016818,1.35,20.1,0.613,921,1.0050000000000001,30.805000000000007,0.17054424,-0.23089127,3.980389880306083E-5,19.6,0.0,0.25578089494317163,-1.4197119708249812E-4,61.3,0.5070177,0.12902497,20.391366843767116,2019-01,0.50908864,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56257358564994,13.173208915948543]}"
0_25,0.43244444444444446,9.507614492600965,1.37,21.5,0.6070000000000001,894,1.075,31.410000000000025,0.3068496,-0.3874023,4.123214737360087E-5,17.5,0.0,0.4602153118481384,2.3090047252342932E-4,60.7,0.3528631,0.13235927,20.36957007377373,2019-01,0.50478584,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65689669048254,13.173208915948543]}"
0_26,0.42143243243243245,9.507614492600965,1.37,20.4,0.62,893,1.02,31.765000000000043,0.17678763,-0.2844289,4.045485591036119E-5,17.3,0.0,0.2651580477301187,2.2352680426629827E-4,62.0,0.7744149,0.13235927,20.36957007377373,2019-01,0.49707592,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6658798433237,13.173208915948543]}"
0_27,0.4318611111111111,9.507614492600965,1.36,20.6,0.632,894,1.03,31.61500000000001,0.3868679,-0.45512742,3.434948167867323E-5,19.6,0.0,0.5802349563452452,-6.076852594015053E-5,63.2,1.684803,0.13212596,20.36957007377373,2019-01,0.5290439,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71079560752969,13.173208915948543]}"
0_28,0.4368157894736842,9.325496087023055,1.36,24.6,0.507,869,1.2300000000000002,31.130000000000052,0.2357487,-0.34603348,3.7997657966175666E-5,18.2,1.1646654605865479,0.3535826271120615,1.473421315241318E-4,50.7,0.98318875,0.12826449,20.616934405091058,2019-01,0.47931468,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49969151576158,13.168717339527944]}"
0_29,0.43981081081081086,9.40195148016818,1.34,20.8,0.616,921,1.04,31.085000000000036,0.26150185,-0.35225382,4.079766800210649E-5,19.9,0.0,0.3921998666081314,-1.5296565473815017E-4,61.6,0.6894535,0.12902497,20.391366843767116,2019-01,0.5070707,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55359043280879,13.168717339527944]}"
0_30,0.44243243243243247,9.40195148016818,1.35,20.7,0.609,927,1.035,30.805000000000007,0.23578843,-0.33189952,4.079766800210649E-5,20.1,0.0,0.3536398546875248,-1.5296565473815017E-4,60.9,0.083093375,0.12902497,20.391366843767116,2019-01,0.49528837,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5580820092294,13.168717339527944]}"
0_31,0.450175,9.40195148016818,1.35,19.2,0.621,914,0.96,31.45500000000004,0.244043,-0.3527638,4.457057712069496E-5,18.4,0.0,0.36601749268172773,-1.6645399878545237E-4,62.1,0.7945163,0.13235927,20.391366843767116,2019-01,0.48153046,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61198092627654,13.168717339527944]}"
0_32,0.4364054054054054,9.40195148016818,1.29,20.0,0.62,921,1.0,31.250000000000057,0.22894818,-0.32210475,4.207440563735714E-5,35.3,0.0,0.34337275506617876,2.0572781450080917E-4,62.0,2.6269605,0.13235927,20.391366843767116,2019-01,0.50486165,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64791353764133,13.168717339527944]}"
0_33,0.43735135135135134,9.507614492600965,1.36,21.0,0.636,911,1.05,31.680000000000007,0.15243497,-0.28223383,3.360312405546694E-5,20.5,0.0,0.22862612159248866,-7.645217847014539E-5,63.6,1.2764776,0.13212596,20.36957007377373,2019-01,0.47941634,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71079560752969,13.168717339527944]}"
0_34,0.452475,9.40195148016818,1.35,19.8,0.613,925,0.9900000000000001,31.485000000000014,0.26206273,-0.33639464,4.349464100152732E-5,20.2,0.0,0.3930500595539141,-2.1571104581202864E-4,61.3,0.52968866,0.13235927,20.391366843767116,2019-01,0.5060867,0.0,6.3,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60299777343533,13.164225763107346]}"
0_35,0.4614375,9.40195148016818,1.36,20.6,0.615,920,1.03,30.765000000000043,0.11933478,-0.20580512,4.207440563735714E-5,21.9,0.0,0.17897634668048043,2.0572781450080917E-4,61.5,1.5372826,0.13235927,20.391366843767116,2019-01,0.5001611,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64342196122072,13.164225763107346]}"
0_36,0.4513055555555555,9.507614492600965,1.35,20.2,0.627,907,1.01,31.060000000000002,0.17477565,-0.28222212,4.181020655185549E-5,18.5,0.0,0.26212985383154314,1.9239090730305101E-4,62.7,1.0450083,0.13235927,20.36957007377373,2019-01,0.4924942,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65689669048254,13.164225763107346]}"
0_37,0.44155555555555553,9.507614492600965,1.37,21.9,0.622,909,1.095,32.01000000000005,0.105179556,-0.22190914,3.4295565108624835E-5,19.1,0.0,0.15775269701555375,6.870216617533664E-6,62.2,0.79152596,0.13212596,20.36957007377373,2019-01,0.4784596,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70181245468848,13.164225763107346]}"
0_38,0.42141666666666666,9.325496087023055,1.36,25.7,0.498,876,1.2850000000000001,31.000000000000057,0.36832732,-0.4336652,3.9842831249989756E-5,19.1,0.18426406383514404,0.5524202355367943,1.467108630650114E-4,49.8,0.85132277,0.12826449,20.616934405091058,2019-01,0.5179346,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50418309218219,13.159734186686748]}"
0_39,0.42141666666666666,9.325496087023055,1.39,24.1,0.529,884,1.205,31.000000000000057,0.25497913,-0.36706796,3.9842831249989756E-5,19.9,0.18426406383514404,0.3824263191251703,1.467108630650114E-4,52.9,0.86435306,0.12902497,20.616934405091058,2019-01,0.48383674,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5086746686028,13.159734186686748]}"
0_40,0.4595128205128205,9.40195148016818,1.36,21.2,0.604,924,1.06,30.53000000000003,0.18901041,-0.24741262,4.4390782189441E-5,20.0,0.0,0.2834890541124481,-1.7991461881087216E-4,60.4,1.0810515,0.12902497,20.391366843767116,2019-01,0.50778437,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56257358564994,13.159734186686748]}"
0_41,0.4238,9.507614492600965,1.37,20.7,0.632,912,1.035,31.700000000000045,0.20908104,-0.28285614,3.9089901403766575E-5,18.7,0.0,0.3135796997500833,1.9353307635757653E-4,63.2,0.47877446,0.13235927,20.36957007377373,2019-01,0.49597174,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67935457258551,13.159734186686748]}"
0_42,0.4226216216216216,9.325496087023055,1.36,21.4,0.626,909,1.07,31.390000000000043,0.22123198,-0.29751438,4.247913058576125E-5,20.0,0.18426406383514404,0.3318106694605761,-6.926666496488482E-6,62.6,0.34044006,0.12902497,20.616934405091058,2019-01,0.4999785,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54011570354697,13.15524261026615]}"
0_43,0.4843571428571428,9.40195148016818,1.35,19.7,0.612,927,0.985,30.760000000000048,0.16295992,-0.24526206,4.684619914004055E-5,23.4,0.0,0.2444094877487645,-5.631333350364491E-5,61.2,0.08309105,0.13235927,20.391366843767116,2019-01,0.4986011,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62545565553836,13.15524261026615]}"
0_44,0.43876470588235295,9.507614492600965,1.38,20.6,0.634,916,1.03,32.18000000000001,0.16503406,-0.27026162,3.9089901403766575E-5,17.8,0.0,0.24752741898125805,1.9353307635757653E-4,63.4,0.65736204,0.13235927,20.36957007377373,2019-01,0.48290822,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67935457258551,13.15524261026615]}"
0_45,0.4505,9.507614492600965,1.38,20.1,0.634,898,1.0050000000000001,32.27000000000004,0.16507553,-0.28378156,3.715104858906011E-5,17.8,0.0,0.24758988129683537,9.884493674015562E-5,63.4,0.86106217,0.13235927,20.36957007377373,2019-01,0.48245716,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69282930184733,13.15524261026615]}"
0_46,0.4389722222222222,9.507614492600965,1.36,21.7,0.64,890,1.085,31.885000000000048,0.20582025,-0.30092195,3.3292312884521154E-5,18.0,0.0,0.308698465202266,-8.215258144265057E-5,64.0,1.2169611,0.13212596,20.36957007377373,2019-01,0.49297673,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7197787603709,13.15524261026615]}"
0_47,0.4173157894736842,9.142393243441006,1.38,19.2,0.639,910,0.96,31.625000000000057,0.20820364,-0.33660546,3.6996124907099234E-5,16.8,0.8518474102020264,0.3122728999641176,8.838458149137554E-5,63.9,0.41011357,0.12826449,20.722510786979456,2019-01,0.47511747,0.0,6.3,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42333471661146,13.150751033845552]}"
0_48,0.41333333333333333,9.325496087023055,1.38,20.7,0.623,876,1.035,31.310000000000002,0.26243708,-0.36080077,3.82489736981179E-5,17.4,1.1646654605865479,0.3936116573976282,-1.2889342373288765E-5,62.3,0.5481442,0.12826449,20.616934405091058,2019-01,0.486394,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4682504808174,13.150751033845552]}"
0_49,0.4297297297297297,9.40195148016818,1.34,20.4,0.603,925,1.02,31.075000000000045,0.26060373,-0.29849857,4.6376197957301895E-5,19.4,0.0,0.390855678494985,-1.9332776435392797E-4,60.3,0.9399384,0.12902497,20.391366843767116,2019-01,0.5114735,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58952304417357,13.150751033845552]}"
0_50,0.43515625,9.507614492600965,1.37,20.8,0.64,891,1.04,31.890000000000043,0.19352143,-0.29027268,3.715104858906011E-5,18.8,0.0,0.2902536368865112,9.884493674015562E-5,64.0,0.5069771,0.13235927,20.36957007377373,2019-01,0.5091651,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.69732087826787,13.150751033845552]}"
0_51,0.4390909090909091,9.507614492600965,1.38,20.5,0.647,890,1.0250000000000001,31.58000000000004,0.12121313,-0.22856112,3.3292312884521154E-5,17.2,0.0,0.1818026704304364,-8.215258144265057E-5,64.7,1.1577047,0.13212596,20.36957007377373,2019-01,0.48957202,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.71079560752969,13.150751033845552]}"
0_52,0.42389473684210527,9.512925207486774,1.38,18.8,0.655,897,0.9400000000000001,30.91500000000002,0.26638928,-0.32544705,3.924923093802738E-5,17.2,0.0,0.39947156857917926,5.3143683714822527E-5,65.5,0.9982295,0.12826449,20.841218259257687,2019-01,0.52329713,0.0,6.3,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41884314019086,13.146259457424954]}"
0_53,0.4150769230769231,9.561246675060602,1.37,20.1,0.636,913,1.0050000000000001,32.06,0.23916239,-0.34681827,3.776617114619472E-5,20.5,0.0,0.3586950378949793,-8.592390667641564E-6,63.6,1.1997664,0.12826449,20.666114302604512,2019-01,0.47991976,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45028417513504,13.146259457424954]}"
0_54,0.4377837837837838,9.561246675060602,1.37,21.7,0.608,898,1.085,31.235000000000014,0.21897188,-0.31851688,4.356942839694081E-5,16.6,0.0,0.328422240872439,6.578909069908914E-5,60.8,0.47972673,0.12902497,20.666114302604512,2019-01,0.47747102,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.52214939786461,13.146259457424954]}"
0_55,0.43270967741935484,9.525313375329517,1.36,19.8,0.62,910,0.9900000000000001,30.575000000000045,0.23966716,-0.27428964,4.7726320523760314E-5,18.8,0.0,0.35946492779399913,-9.41786281228415E-5,62.0,0.8263024,0.12902497,20.37558170851844,2019-01,0.5120276,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57155673849115,13.146259457424954]}"
0_56,0.447125,9.525313375329517,1.35,19.3,0.618,913,0.9650000000000001,31.33000000000004,0.18804304,-0.3103577,4.711193814538535E-5,18.0,0.0,0.2820373244472689,-1.6334192446929713E-4,61.8,0.8333312,0.12902497,20.37558170851844,2019-01,0.4806217,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59850619701473,13.146259457424954]}"
0_57,0.430725,9.512925207486774,1.37,19.1,0.653,894,0.9550000000000001,31.05000000000001,0.28475955,-0.34494603,3.9120690909450005E-5,18.5,0.0,0.4270906497560887,5.218036338963991E-5,65.3,1.1577007,0.12826449,20.841218259257687,2019-01,0.50454456,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42333471661146,13.141767881004355]}"
0_58,0.4183421052631579,9.561246675060602,1.37,20.2,0.629,893,1.01,31.970000000000027,0.19757524,-0.26338091,3.776617114619472E-5,20.3,0.0,0.2963302074110745,-8.592390667641564E-6,62.9,1.5826167,0.12826449,20.666114302604512,2019-01,0.5003216,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45477575155564,13.141767881004355]}"
0_59,0.42425,9.561246675060602,1.38,24.0,0.5660000000000001,865,1.2000000000000002,30.750000000000057,0.23977056,-0.32965672,4.1002877296986445E-5,18.7,0.0,0.3596187180050177,1.5179284549427796E-4,56.6,0.49852017,0.12826449,20.666114302604512,2019-01,0.49486223,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50418309218219,13.141767881004355]}"
0_60,0.44034375,9.525313375329517,1.36,21.4,0.601,913,1.07,31.085000000000036,0.23114645,-0.31075153,4.764287546376424E-5,17.7,0.0,0.34668187393832856,-1.3186977013023975E-4,60.1,0.4166801,0.12902497,20.37558170851844,2019-01,0.49969244,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56257358564994,13.141767881004355]}"
0_61,0.43270967741935484,9.525313375329517,1.36,20.7,0.611,906,1.035,30.575000000000045,0.20146054,-0.23455012,4.7726320523760314E-5,18.3,0.0,0.30215887916168754,-9.41786281228415E-5,61.1,0.4206927,0.12902497,20.37558170851844,2019-01,0.5124908,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57155673849115,13.141767881004355]}"
0_62,0.447125,9.525313375329517,1.35,20.2,0.61,915,1.01,31.33000000000004,0.2867578,-0.35986358,4.711193814538535E-5,18.5,0.0,0.43008993437441606,-1.6334192446929713E-4,61.0,0.8913721,0.12902497,20.37558170851844,2019-01,0.505306,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59850619701473,13.141767881004355]}"
0_63,0.4721875,9.525313375329517,1.35,20.7,0.5970000000000001,917,1.035,31.010000000000048,0.18207803,-0.23172855,4.7114022676029453E-5,19.3,0.0,0.27308003893940386,-1.0128249950817116E-4,59.7,0.7142843,0.13235927,20.37558170851844,2019-01,0.51218116,0.0,6.4,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61647250269715,13.141767881004355]}"
0_64,0.46905882352941175,9.525313375329517,1.34,20.9,0.623,893,1.045,31.130000000000052,0.22077987,-0.31903833,4.067242496965775E-5,24.6,0.0,0.331134712079024,2.023620939342631E-4,62.3,0.43250728,0.13235927,20.37558170851844,2019-01,0.4986652,0.0,6.6,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64791353764133,13.141767881004355]}"
0_65,0.4436388888888889,9.627146267634544,1.36,21.0,0.633,893,1.05,32.18000000000001,0.3287287,-0.39743793,3.832717928560972E-5,19.7,0.0,0.4930376876413873,1.561420262838983E-4,63.3,1.0500797,0.13235927,20.348329839398787,2019-01,0.51199657,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.67935457258551,13.141767881004355]}"
0_66,0.43443243243243246,9.561246675060602,1.37,19.3,0.664,857,0.9650000000000001,30.36500000000001,0.24085392,-0.28766963,4.144852155502111E-5,29.6,0.0,0.3612386496547934,1.1588788848135226E-4,66.4,0.23939008,0.12826449,20.666114302604512,2019-01,0.51441455,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48172521007922,13.137276304583757]}"
0_67,0.43180555555555555,9.561246675060602,1.38,21.4,0.624,862,1.07,30.485000000000014,0.20489672,-0.28180957,4.337685471332748E-5,18.2,0.0,0.30731267083351577,1.2344321453047416E-4,62.4,0.057968166,0.12826449,20.666114302604512,2019-01,0.49948347,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49969151576158,13.137276304583757]}"
0_68,0.4375,9.561246675060602,1.38,24.7,0.58,873,1.235,31.04000000000002,0.25301698,-0.33289856,4.5225453423534086E-5,17.4,0.0,0.37948262059078147,1.2833110139798783E-4,58.0,1.0525088,0.12902497,20.666114302604512,2019-01,0.49257627,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5086746686028,13.137276304583757]}"
0_69,0.43538888888888894,9.561246675060602,1.38,23.2,0.596,881,1.16,31.160000000000025,0.19125374,-0.27279317,4.5104528546874874E-5,16.6,0.0,0.286851505647062,1.119545227365443E-4,59.6,0.5815962,0.12902497,20.666114302604512,2019-01,0.49133602,0.0,6.5,2019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5131662450234,13.137276304583757]}"
